"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"ADBE","ADOBE INC","00724F101","2008154",0.00197872317307429,"-",4933861,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.00197279016515793,"-",7478533,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.00196580662464256,"-",4249390,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.00196287513843769,"-",15110974,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.0019415643342862,"-",2957963,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.00192063372288483,"-",42837641,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.00188675654783462,"-",12972163,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.00180654588263158,"-",5668864,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0017919584871138,"-",9144465,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.00177667073653001,"-",17434564,"USD"
"GLW","CORNING INC","219350105","2224701",0.0017727287380156,"-",9189271,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.00173083749999575,"-",1581295,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.00171774086026134,"-",4739136,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.00168958658660768,"-",14940991,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.00166635480856084,"-",1153854,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.00164588443048857,"-",3671571,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.00163892090011794,"-",2613623,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.00159876053961838,"-",1737923,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.00158460336221257,"-",6720491,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.0015780100195197,"-",2988216,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.00156466325297599,"-",4029880,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.0015623720914029,"-",14398047,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.00154382268722597,"-",4369618,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.00149063572249859,"-",1882776,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.00148985532685361,"-",16926303,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.00147920992985024,"-",1755204,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.00147157605963071,"-",5503777,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.00146683365532658,"-",5774342,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.00145804920178432,"-",4766981,"USD"
"BK","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.00143105551652577,"-",8219352,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.00142765379191943,"-",2567954,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.00140212084722713,"-",7203184,"USD"
"USB","US BANCORP","902973304","2736035",0.00139977966029217,"-",18290859,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.00139269606905309,"-",4622062,"USD"
"MMM","3M CO","88579Y101","2595708",0.00138779358359101,"-",6261223,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.00138219074306292,"-",3202608,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.0013751871924028,"-",9949093,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.00136281091787915,"-",2189396,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.00135090488175695,"-",1964277,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.00134284079342545,"-",2558007,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0013197190711747,"-",8693264,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.00131835838133217,"-",1187823,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.00129931872860903,"-",1622330,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.00129890852064179,"-",6610332,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.00128330060774211,"-",2717216,"USD"
"CSX","CSX CORP","126408103","2160753",0.00127661721939789,"-",21896049,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.00126553159921017,"-",8696532,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.00126488126950601,"-",6395565,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.00126020890070848,"-",3594954,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.00124397066824939,"-",3147283,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.0012421697552225,"-",9500707,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.00123751739656971,"-",6296022,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.00123442582920689,"-",2625214,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.00122925320679078,"-",2997218,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.00122880297853406,"-",15208851,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.00122862288723137,"-",3111490,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.00122612161913847,"-",4737750,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.0012118143656471,"-",3543145,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.00120866276785004,"-",663202,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.00120055865922906,"-",10995192,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.00119843758388628,"-",2739656,"USD"
"COR","CENCORA INC","03073E105","2795393",0.00119799736070193,"-",2285199,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.00119319492596357,"-",3833152,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.00118976318614011,"-",2533429,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.00118975318106774,"-",29177092,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.00118037842825556,"-",2629134,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.00117995821521595,"-",2978513,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.00117124379718029,"-",7900112,"USD"
"LHX","L3HARRIS TECHNOLOGIES INC","502431109","BK9DTN5",0.00117090362471966,"-",2200874,"USD"
"SLB","SLB LTD","806857108","2779201",0.0011648305457901,"-",17584525,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.00115670642702437,"-",4026194,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.00114648124306061,"-",1808390,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.0011451805836523,"-",2644879,"USD"
"KMI","KINDER MORGAN INC","49456B101","B3NQ4P8",0.00114303949816478,"-",23048752,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.00113296439028659,"-",2623676,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.00112531050992232,"-",13984526,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.00112090827807882,"-",2619116,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.00107323410822819,"-",6180005,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.00107322410315582,"-",3848926,"USD"
"SRE","SEMPRA","816851109","2138158",0.00106400943150158,"-",7680497,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.00105947713371725,"-",4406132,"USD"
"AZO","AUTOZONE INC","053332102","2065955",0.001052873785952,"-",195961,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.00104880172149676,"-",9268466,"USD"
"O","REALTY INCOME CORP","756109104","2724193",0.00104817140193735,"-",10842497,"USD"
"TEL","TE CONNECTIVITY PLC","G87052109","BRC3N84",0.00101981702683627,"-",3467513,"USD"
"DLR","DIGITAL REALTY TRUST INC","253868103","B03GQS4",0.00101373394283434,"-",3805800,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.00100883145737226,"-",8090481,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.000994534208953255,"-",15077917,"USD"
"BKR","BAKER HUGHES CO","05722G100","BDHLTQ5",0.000965519499075641,"-",11618843,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.000961397409258546,"-",8400022,"USD"
"ABNB","AIRBNB INC CLASS A","009066101","BMGYYH4",0.000951592438334387,"-",5012694,"USD"
"CTVA","CORTEVA INC","22052L104","BK73B42",0.000944228705068896,"-",7964542,"USD"
"ALL","ALLSTATE CORP","020002101","2019952",0.000940076600034686,"-",3084316,"USD"
"D","DOMINION ENERGY INC","25746U109","2542049",0.000937745418172105,"-",10038311,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.000934773911677742,"-",7450343,"USD"
"OKE","ONEOK INC","682680103","2130109",0.000933193110243031,"-",7391318,"USD"
"ADSK","AUTODESK INC","052769106","2065159",0.000932632826190222,"-",2510579,"USD"
"TGT","TARGET CORP","87612E106","2259101",0.000921207033541865,"-",5353615,"USD"
"AJG","ARTHUR J GALLAGHER + CO","363576109","2359506",0.000917635222705207,"-",3022755,"USD"
"CAH","CARDINAL HEALTH INC","14149Y108","2175672",0.000912092412611346,"-",2800468,"USD"
"FAST","FASTENAL CO","311900104","2332262",0.000909951327123825,"-",13527316,"USD"
"AFL","AFLAC INC","001055102","2026361",0.000906089369188391,"-",5559744,"USD"
"TRGP","TARGA RESOURCES CORP","87612G101","B55PZY3",0.000892492475835399,"-",2520856,"USD"
"ZTS","ZOETIS INC","98978V103","B95WG16",0.000891531988887726,"-",5194195,"USD"
"VST","VISTRA CORP","92840M102","BZ8VJQ8",0.000890721578025627,"-",3754720,"USD"
"EXC","EXELON CORP","30161N101","2670519",0.000875493857876066,"-",11902403,"USD"
"AME","AMETEK INC","031100100","2089212",0.000869540839814969,"-",2713406,"USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","609839105","B01Z7J1",0.000865758922458508,"-",563298,"USD"
"EW","EDWARDS LIFESCIENCES CORP","28176E108","2567116",0.000860306158015991,"-",6839766,"USD"
"KEYS","KEYSIGHT TECHNOLOGIES IN","49338L103","BQZJ0Q9",0.000852031963164685,"-",2026833,"USD"
"FIX","COMFORT SYSTEMS USA INC","199908104","2036047",0.000846889355965687,"-",414692,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.000840766251674274,"-",2957706,"USD"
"CIEN","CIENA CORP","171779309","B1FLZ21",0.000833272452467952,"-",1664138,"USD"
"XEL","XCEL ENERGY INC","98389B100","2614807",0.000831151377125175,"-",6969006,"USD"
"GWW","WW GRAINGER INC","384802104","2380863",0.000829570575690464,"-",515661,"USD"
"F","FORD MOTOR CO","345370860","2615468",0.000824528019215182,"-",46067030,"USD"
"PSA","PUBLIC STORAGE","74460D109","2852533",0.000823617557629367,"-",1860799,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.00081816479318685,"-",750002,"USD"
"ETR","ENTERGY CORP","29364G103","2317087",0.000817384397541866,"-",5260641,"USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","03769M106","BN44JF6",0.000816023707699329,"-",5472874,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.000800525850595735,"-",3373444,"USD"
"KR","KROGER CO","501044101","2497406",0.000798634891917504,"-",7166889,"USD"
"IDXX","IDEXX LABORATORIES INC","45168D104","2459202",0.000796623872370814,"-",938139,"USD"
"RSG","REPUBLIC SERVICES INC","760759100","2262530",0.000796043578173262,"-",2371731,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.000791641346329762,"-",3552317,"USD"
"TER","TERADYNE INC","880770102","2884183",0.000786508744203136,"-",1845965,"USD"
"CARR","CARRIER GLOBAL CORP","14448C104","BK4N0D7",0.000783597268143003,"-",9331143,"USD"
"EA","ELECTRONIC ARTS INC","285512109","2310194",0.000780265579043263,"-",2636491,"USD"
"COIN","COINBASE GLOBAL INC  CLASS A","19260Q107","BMC9P69",0.000772491637810537,"-",2689256,"USD"
"YUM","YUM  BRANDS INC","988498101","2098876",0.000770330542178274,"-",3270145,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.000754352441600843,"-",15584802,"USD"
"OXY","OCCIDENTAL PETROLEUM CORP","674599105","2655408",0.00073314168817307,"-",8443295,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.000727248700546203,"-",11028160,"USD"
"CVNA","CARVANA CO","146869102","BYQHPG3",0.000725177650565284,"-",1666959,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.000725097609986311,"-",3835814,"USD"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.000723076585367249,"-",6359839,"USD"
"PEG","PUBLIC SERVICE ENTERPRISE GP","744573106","2707677",0.000719574810037193,"-",5869366,"USD"
"WAB","WABTEC CORP","929740108","2955733",0.000718004013674853,"-",2009437,"USD"
"AMP","AMERIPRISE FINANCIAL INC","03076C106","B0J7D57",0.000716763384700776,"-",1095090,"USD"
"ED","CONSOLIDATED EDISON INC","209115104","2216850",0.000714642309357998,"-",4249334,"USD"
"EBAY","EBAY INC","278642103","2293819",0.000712801376041626,"-",5327649,"USD"
"SYY","SYSCO CORP","871829107","2868165",0.000710150031863154,"-",5626077,"USD"
"VTR","VENTAS INC","92276F100","2927925",0.000709459681869514,"-",5536437,"USD"
"EQT","EQT CORP","26884L109","2319414",0.000706268063782977,"-",7349846,"USD"
"MSCI","MSCI INC","55354G100","B2972D2",0.00070609797755266,"-",885582,"USD"
"ROK","ROCKWELL AUTOMATION INC","773903109","2754060",0.000705507678282736,"-",1324920,"USD"
"PCG","P G + E CORP","69331C108","2689560",0.000695452580549287,"-",25889300,"USD"
"AXON","AXON ENTERPRISE INC","05464C101","BDT5S35",0.000687078334974265,"-",925482,"USD"
"FITB","FIFTH THIRD BANCORP","316773100","2336747",0.00068603780744762,"-",10587016,"USD"
"CBRE","CBRE GROUP INC   A","12504L109","B6WVMH3",0.000677003227096073,"-",3454256,"USD"
"GRMN","GARMIN LTD","H2906T109","B3Z5T14",0.000673281340173841,"-",1928657,"USD"
"DHI","DR HORTON INC","23331A109","2250687",0.000667158235882428,"-",3227761,"USD"
"MET","METLIFE INC","59156R108","2573209",0.000667088200375827,"-",6523381,"USD"
"NDAQ","NASDAQ INC","631103108","2965107",0.000664386830835497,"-",5316714,"USD"
"NUE","NUCOR CORP","670346105","2651086",0.000661805522163626,"-",2687202,"USD"
"DAL","DELTA AIR LINES INC","247361702","B1W9D46",0.00065830374683357,"-",7642883,"USD"
"HIG","HARTFORD INSURANCE GROUP INC","416515104","2476193",0.000656272717142137,"-",3284452,"USD"
"WEC","WEC ENERGY GROUP INC","92939U106","BYY8XK8",0.000655732443234071,"-",3833984,"USD"
"ROP","ROPER TECHNOLOGIES INC","776696106","2749602",0.000652340723700101,"-",1265409,"USD"
"CCI","CROWN CASTLE INC","22822V101","BTGQCX1",0.000647378207803792,"-",5120481,"USD"
"KDP","KEURIG DR PEPPER INC","49271V100","BD3W133",0.000639354139761776,"-",15970363,"USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWRE","874054109","2122117",0.000635422146319741,"-",2043208,"USD"
"MLM","MARTIN MARIETTA MATERIALS","573284106","2572079",0.000620284471821524,"-",710384,"USD"
"VMC","VULCAN MATERIALS CO","929160109","2931205",0.000609268887140402,"-",1553564,"USD"
"ADM","ARCHER DANIELS MIDLAND CO","039483102","2047317",0.0006082483697585,"-",5643544,"USD"
"STT","STATE STREET CORP","857477103","2842040",0.000602985701691043,"-",3292104,"USD"
"ACGL","ARCH CAPITAL GROUP LTD","G0450A105","2740542",0.000596132227116503,"-",4256118,"USD"
"MCHP","MICROCHIP TECHNOLOGY INC","595017104","2592174",0.000594911608287169,"-",6379510,"USD"
"RMD","RESMED INC","761152107","2732903",0.00059190008150332,"-",1713195,"USD"
"KVUE","KENVUE INC","49177J102","BQ84ZQ6",0.000583045592454463,"-",22553406,"USD"
"FANG","DIAMONDBACK ENERGY INC","25278X109","B7Y8YR3",0.000577592828011945,"-",2195022,"USD"
"XYZ","BLOCK INC","852234103","BYNZGK1",0.000576692371498502,"-",6476351,"USD"
"KMB","KIMBERLY CLARK CORP","494368103","2491839",0.000568538237515656,"-",3909738,"USD"
"PRU","PRUDENTIAL FINANCIAL INC","744320102","2819118",0.000566277091159676,"-",4125291,"USD"
"ODFL","OLD DOMINION FREIGHT LINE","679580100","2656423",0.000565976938988528,"-",2160274,"USD"
"NRG","NRG ENERGY INC","629377508","2212922",0.000565336614356747,"-",2500309,"USD"
"OTIS","OTIS WORLDWIDE CORP","68902V107","BK531S8",0.000564236056395872,"-",4593429,"USD"
"GEHC","GE HEALTHCARE TECHNOLOGY","36266G107","BL6JPG8",0.000562345097717641,"-",5378683,"USD"
"HSY","HERSHEY CO/THE","427866108","2422806",0.000557082429650184,"-",1738940,"USD"
"EME","EMCOR GROUP INC","29084Q100","2474164",0.000556752262261922,"-",527096,"USD"
"A","AGILENT TECHNOLOGIES INC","00846U101","2520153",0.000555401577491757,"-",3346838,"USD"
"IRM","IRON MOUNTAIN INC","46284V101","BVFTF03",0.000553480603596411,"-",3467294,"USD"
"HBAN","HUNTINGTON BANCSHARES INC","446150104","2445966",0.000550819254345568,"-",23936084,"USD"
"TPL","TEXAS PACIFIC LAND CORP","88262P102","BM99VY2",0.000535231351590629,"-",680654,"USD"
