,PLS_Comp_1,PLS_Comp_2,PLS_Comp_3
airbu,0.010851126902143784,-0.024951246914112293,-0.007952018734406855
aircraft,-0.005210614993918552,-0.0048414573539685,0.01427063793059178
airlin,0.022319349033432932,0.006894947347432706,-0.026950545000664933
airport,-0.0138254699316247,-0.0023895374321490255,0.0010006744831446844
aker,0.024714668367871638,-0.007500336255106332,-0.021545971632870312
aktia,0.023746158963214914,-0.026713714127589043,-0.002610792493529631
alandsbanken,0.010320633568780636,-0.021847864765513998,-0.004047273357310115
aldata,-0.0198258309527056,0.007437573041370065,0.005277067622780668
alexandria,-0.03610012446327391,0.006372037637256058,-0.0065603617706368
alfa,-0.01684691064650949,0.004939872901959639,0.001252135478615258
allianc,-0.004182689126465221,0.014675033851646311,-0.00688446271473755
alloc,-0.01628589599806104,0.007554118652478005,0.01899912010211591
allow,-0.005460873493552691,-0.014978870040056531,-0.01830173848311769
alma,-0.033083465429166334,0.010589266819347277,0.01320111852469832
almost,-0.003522850763773956,0.00724007365667188,0.012356775555055002
alnv,-0.014847086441258523,0.004905458057588071,0.009671004526770841
alon,0.007673603556135995,0.01727764909761779,-0.010485306492654793
along,-0.0017112927191925236,0.005363927440906091,-0.016015696599288094
alreadi,-0.008985123869376185,-0.004644370409928452,-0.006209770867753364
also,-0.01786875551269641,-0.019446017975738254,-0.02134727638106587
altern,0.0011329350166575432,0.000493725727834477,-0.009098538436075686
although,-0.0019104459302285459,-0.0076367072234454145,0.0037721597384958497
altima,0.003888650969637243,0.019427634725780074,-0.019486296837490993
altimo,-0.008728986608709586,-0.007747984400649172,-0.010255221623518615
altogeth,-0.008795218325694958,0.017634439898936236,0.004788260875820847
alu,0.015101074104416464,-0.024619482936492392,0.008407405443164094
aluminium,-0.008851256024443619,-0.0034688415976894217,0.023949050443149107
aluminum,-0.01483379817594043,0.006381591097113552,0.010432074435946992
amanda,-0.017122021082492396,0.0055930252265693516,0.007121752892872625
amend,-0.01081270312844214,0.0001553116994223942,0.0160277077532121
amer,-0.005750215155115272,-0.00049172417315265,0.018596836449952955
america,0.004583617728284621,-0.02276750222248822,-0.010695133040719076
american,-0.006331292146543741,0.002846115434689425,-0.011713790853716684
among,-0.019241067541610497,0.009466353567075586,0.012316907466390838
amount,0.005379445882667234,0.058692143038726455,0.03623427825622337
amplifi,-0.016717967714840323,0.005407386999373306,0.0011667969554188195
analys,-0.017014030382954817,0.0034284117775280035,-0.006566660010366151
analysi,-0.033460490305708086,0.006462485676320202,0.003414235912946178
analyst,0.005278691027556802,0.01211897408156267,-0.018459657333072973
analyt,-0.016949555790178226,0.0048091849718148215,0.0043256187713872915
anim,0.007894653041335109,-0.02452019586493332,-0.0185580667378502
ann,-0.014796722086429308,0.00390651949985517,-0.0005226232125164708
announc,-0.01481992939349453,-0.002641882525655904,-0.01091892469285178
annual,-0.020383137638971663,-0.016272062780946075,0.030141728582127596
annum,-0.00450426565348093,-0.0068242699911647735,-0.003304152541240361
anoth,-0.007491464504257784,-0.008788974049597473,-0.004942785916316518
answer,0.000779309251909751,-0.014153858618955224,-0.010193593814251457
antenna,-0.018325116313365114,0.0031645697823409202,-0.006992520184351073
antibodi,-0.009393759247856136,-0.0018409789162504317,-0.004332672006921345
anticip,0.01140340832972332,-0.02664321886307536,0.01701145076501623
anttila,-0.002998116938540808,-0.008794091647241565,-0.006368846118208508
apart,0.010574257918246297,-0.012986812083693644,-0.03277655512041292
apiec,-0.014289190324735652,0.009258043774224912,0.02665281782108165
appeal,-0.014737362611591299,0.005441460181324778,0.008547058895239148
appear,-0.020495910223406962,0.004878160517258536,-0.0032197304481254977
appl,0.002992865202642538,-0.0007889899509466742,-0.005940981700695281
appli,-0.003535956396070164,0.010823060155161652,-0.02583683004767495
applic,-0.0365096434774471,-0.0036176066385189753,-0.010436605854215167
appoint,-0.01875322564652675,-0.001759154550065813,-0.0011511377069516199
approach,0.009672405215676272,-0.020440676975403964,-0.023475216474163084
appropri,-0.014553880962449885,0.004617538302495947,0.004210641802871687
approv,-0.007692186031015404,-0.028759688316240928,-0.008216955141179327
approx,-0.005128023682328299,-0.005150633827613352,0.0005985410687505035
approxim,-0.055448186584701555,0.031019036364437324,0.07803678882969477
april,-0.016671663703131744,0.01768954747326148,0.003171104358754199
apriljun,0.00880189318766015,-0.0075959511025012715,0.05412329992499692
arabia,0.008733022883803853,-0.01805481427825584,-0.0030449622610670855
area,-0.025363346131866013,-0.023113140359262586,-0.0161565104380597
arena,-0.02118274811827031,0.00622108650803373,0.001078275650539341
arm,-0.007585459149061307,-0.0009286844629487258,0.015459897759090912
around,-0.0057368454963020446,-0.004232330249868677,0.002202079343430803
arrang,-0.021379593712150858,0.01757859147962656,0.00458891953978245
art,-0.016962302046723717,0.00046656814333507747,0.010147532737220038
articl,-0.014848405802811989,0.004536723328399849,0.005221943570279378
asa,0.01706853070917932,-0.009483437782724171,-0.006634838606900222
asia,0.004516528025348613,-0.027567661107668062,0.0013117034685865539
asian,0.008942380637562756,-0.008236536566118877,-0.003026194702097177
asiapacif,-0.0030189329959958693,-0.00981465175558365,-0.010123476407566294
ask,-0.008044740573512189,0.009389713796315025,-0.0024547899666260255
asphalt,-0.006994584683683472,0.013379410861808296,-0.006285967793510036
aspo,-0.013571611517134466,-0.01319227686509361,0.007138520584575728
aspocomp,-0.0021442277468458025,0.0013980047973909133,-0.00013795945657438184
assembl,-0.016908147876758938,0.005556054152580441,0.0037055902919081686
asset,-0.017918655368865527,-0.006107843676427712,-0.011511515384922955
assign,0.00042911578535838427,0.0006036975299800141,-0.02511048631185686
assist,-0.01400373101773635,0.004658094248936031,0.006828229572874227
associ,0.0034972165693431877,-0.007924208563119713,-0.02470596224173011
assum,-0.004614872165790237,-0.004258885676476596,0.008239713551213276
atom,0.013317392281348518,-0.02484146504328208,-0.001302017874626405
atria,0.00983305201414763,-0.01635740107889041,-0.017448781297609923
attach,-0.013151228783277829,-0.003708246930592874,-0.0017884676145170921
attack,-0.003249162323598444,-0.009817046558557427,-0.005276384541342231
attempt,-0.016697717890548795,0.007413443386187525,0.013401642989202904
attent,-0.014766391275113994,0.0022691820063238254,-0.0070535708435150515
attract,0.020930584261539802,-0.03969055107539511,-0.021094051988786618
audio,-0.018797278829949558,0.0029044186611779893,-0.003510906204141833
auditor,-0.01395126746887546,0.005389385540201226,0.00901379915354789
aug,-0.005148348883752622,0.01585477127453561,-0.004031690717460234
august,0.00524296201269963,0.013760854372633293,0.024134215643896558
australia,0.003596127137214806,-0.02064283468048205,-0.014505409071536341
austria,-0.0089710831882642,-0.006792708995343899,-0.009711240242755858
austrian,0.0021085600455964773,-0.013960887317916068,-0.002341691303825591
authent,-0.014607198853318046,0.00508603434496045,0.0023351743667353966
author,-0.031123581809437046,0.012756919057502395,0.0028186976838162005
authoris,0.00037351279497145834,-0.01427972117570085,-0.0025831184590059974
autom,0.005985741203273606,-0.015907480650949355,-0.018402053891270077
automat,-0.006667858870911765,-0.007628653394397617,-0.009990053174792372
automobil,0.004996161987916065,-0.017411262864633785,-0.00923018301623167
automot,-0.01891484745291239,0.011915287532630615,0.029483127762202455
autumn,-0.0010851950363405154,0.004079433067926126,-0.006003451053426199
avail,-0.036593076544499614,0.0034835463475070723,0.006393154592083196
avenu,-0.006269952824263298,0.015364323635855166,-0.005510511924084375
averag,0.019549549181082454,-0.024644061660321508,-0.006452096273301958
aviat,-0.016813594989661333,0.007489591478438735,0.017784001029518413
award,0.050813053079312005,-0.09597576819675938,-0.03963307219147879
away,-0.011058588140648997,-0.0014732371280708801,0.0023893284980398203
axe,0.0023830390158793486,0.019520157560182355,-0.012017062599334978
back,0.008776292632533178,0.0020786999473650556,0.00598073293654342
backup,-0.016933571486362813,0.003943350333247777,-0.003093382795759229
bag,-0.018878600362512897,0.005625053218690127,0.004919232148089575
balanc,-0.003223368201783822,-0.01873335239114611,-0.0034299633966017834
ball,-0.014766005393297416,0.004688296517348692,0.004170329804389037
baltic,0.006503283635662167,0.00810489415868243,-0.028791212362286708
ban,0.011948957333167491,0.026163834643332565,-0.03738129028622334
band,-0.014806799823538266,0.0033733987124681276,-0.00364062531611531
bangalor,-0.014616034132986927,0.005516823046658537,0.007001301500225849
bank,-0.0030152775668846926,0.0001435599741899625,-0.01474945037645492
barclay,-0.011109310174459172,-0.0021945446706557632,-0.0008486856507265049
base,-0.029012722444018108,-0.01246070307971938,-0.0046972327711854835
basi,-0.0026911219040665715,-0.01861597976187533,0.0016453384270929646
basic,-0.009051279492818901,-0.0013440792321310988,0.006997067624378785
baswar,-0.0036535915773126086,-0.023426109155919927,-0.007499758539361671
bavelloni,-0.016067349848925043,0.006019509271721536,0.006513565348333027
bc,-0.004599864874954058,-0.0063748451080162605,-0.0013393642340260093
bear,0.01969766256676489,-0.030752306857700903,-0.005250308111470511
becam,-0.022287710901664537,0.006957904884103203,0.009711114825157546
becom,-0.007267036921678355,-0.005661303069672888,-0.01416275230211855
bed,0.003317934719588212,0.01838879548565762,-0.02835780374483634
beef,-0.0030894442218292323,0.016304595799395076,-0.0013575463721760138
beer,0.013278925013200122,-0.01167706653910517,0.01437027407428595
begin,-0.009355542167951,0.006488938826995432,0.0009878393031065838
behalf,-0.014521117731437418,0.0038562495639929122,0.005398402026814162
behind,-0.014748516403656188,0.003617973898477361,0.0007937228129716261
beij,0.023127034692869655,-0.040146851133948155,-0.029469397455477546
belgian,-0.014852504904563591,0.004034801904190591,-0.0006757019713477097
belgium,-0.020803508146481544,0.0017647440953146203,-0.01467364727236593
believ,0.0074256925045576025,0.000717807256533019,-0.010722225246331556
benchmark,-0.023921376656802353,0.011504348993584879,0.027466665057398126
benecol,-0.0023061112489308295,-0.00825690320877095,0.0014190654487542926
benefit,0.004083814787367207,-0.022008470367633013,-0.007867679850143115
benefon,0.0031941241278064234,-0.011894120229271344,-0.010684942889417187
besid,-0.010724585660524108,-0.00526335174003847,-0.0046447696239132535
best,0.015583760518407042,-0.031618603052305294,-0.013802346545935663
bestsel,0.010192825360406102,-0.02549913709819051,-0.020507295641727912
better,0.020227761681009697,-0.027665352311977743,-0.006138090956163915
beverag,-0.0032594682962124653,-0.007200160546932529,0.020229726471489868
beyond,0.006989443423545097,-0.017140097380466193,-0.005489264695746755
bg,-0.004434490632265413,-0.004283255092200752,0.008654865766394584
bhushan,0.010351868182646601,-0.019710947901136616,-0.0025626287244998654
bid,-0.01508636569456589,0.0016082154870452126,0.0024258197496838676
big,-0.002571859969860335,-0.0115076810044607,-0.003182100299843347
bigger,-0.0010267979029660518,-0.00786632285249754,0.0026767389165399382
biggest,-0.0008200825892849797,0.006957973553848893,-0.013066455237112381
bill,-0.018032415668995865,5.5008059141747495e-05,-0.005698367043441679
billion,0.013865524843282146,0.005903137102891127,0.008393879156901362
bim,-0.0067731584969462,-0.008020101210441728,-0.013462752413233747
biodiesel,-0.0020727576260871367,-0.012339284258462632,-0.005020421564569942
biohit,0.015565414821783342,-0.016975497894087376,-0.012397138370665908
biolog,-0.014656815180778176,0.006630590498865868,0.010440777550741359
biomass,-0.014679681828331657,0.0050347042155049655,0.007768192517789978
bioti,-0.013273121043031112,-0.004050397243424337,-0.006435539347955185
black,-0.006273780256563357,0.011525561424250211,-0.0036685551284444695
bln,0.016498344792271323,0.0072916854477923,-0.012316266015945418
block,-0.010912904160142818,-0.005470022768392009,0.002804197371590873
blue,-0.0033029894318553584,0.015458299864044464,-0.018284644751644243
bn,0.00018194314375825248,0.0009148115252779059,0.015291634217248936
board,-0.03976049675267455,-0.00335000251697078,-0.0010721468033909804
boat,-0.006783820853944612,-0.006697641275190244,0.004323342896194895
bodi,-0.008230876043261654,-0.005447799454509872,0.00952527475353393
bond,-0.022486413933045752,-0.0002867787482810158,0.01433674730082749
book,0.0011041933520580683,-0.015573963775860346,0.02451631013831985
boomerang,-0.002541376361659607,-0.005756644658223209,0.009321409969672134
boost,0.013719417125259615,-0.028169965047962202,0.0022615588794641364
borrow,-0.0039008757805542426,-0.00657424409085051,0.006062289309554303
bothnia,0.013900827560491538,0.025333966379534507,-0.05240512346585136
bottl,0.005523108576564639,0.004415244340331759,-0.022712355938534504
bottom,-0.00465016950521108,-0.0043411878292322495,0.006794197666973295
bought,-0.020630923557654435,-0.001969807355086116,0.016880444377965497
box,-0.018630083672022978,0.005260605909912223,0.0037490302310676025
bp,-0.0024931588624605536,-0.010531295503385475,-0.007657467932204132
branch,-0.028514501260633308,0.01128231186097691,0.01890190654107804
brand,-0.014815834478083292,-0.019906083483213693,-0.005902563836927442
brandnew,-0.025216515820250005,0.003699940771578271,-0.00709480886998037
brazil,-0.0014992371078991092,-0.006804107372713523,-0.00613425131735783
brazilian,0.012523426212064367,-0.0287550254584201,-0.013605913098726528
brewer,0.004770661342357243,-0.012862911160876787,0.00844343690915079
breweri,0.03047930165741662,-0.0017651189478473132,-0.024680776663383565
bridg,-0.002693661484967953,-0.022203255986187196,-0.00792340668131792
brief,-0.018954391881583262,0.004478672428450954,-0.0006405387190161357
bring,0.017664869709789824,-0.04963381648226399,-0.01332210611751267
britain,-0.014715363269451234,0.0020938047480247826,-0.0049266176288499984
british,-0.0040155520600013905,0.0042360666043883615,-0.0061048871189022065
broad,-0.008710863710567235,-0.006263009226649884,-0.00713604300753156
broadband,0.009405607617201136,-0.01219959381610142,-0.016019852979235895
broker,0.005116695905292706,-0.022765767142266545,0.0035928697188980295
brokerag,-0.003942275703566503,-0.00630789144095217,0.003160855674761998
brought,0.012503854624456592,0.03416053920731805,-0.028954444795863916
browser,-0.014828826179850997,0.0008640476676135487,-0.011448121167298334
budget,-0.014242921681898474,0.005403255750100024,0.00446267025156858
build,-0.041158064091982874,0.006979814739956712,-0.015440115042706471
builder,-0.003913785370700176,-0.009033648200407973,-0.010046728070274232
built,-0.033401397221852536,-0.00012087769615003875,-0.005246620330102356
bulgaria,0.019570139855529904,-0.03212960773444867,-0.01394652872172702
bullish,0.019828137694469467,-0.03068830730159009,-0.005475223980262294
bung,0.00301428214694474,-0.01379018336347871,-0.002060693366688864
burden,0.025195020548685686,0.041283055264526386,-0.046067461194027055
busi,-0.04896287971939166,-0.02324248339402514,0.018343454963450443
buy,-0.004381023206063363,-0.03257505345378736,-0.003117076462822191
buyer,-0.016059902026632145,-0.0051289238864618125,-0.006067348083677534
buyout,-0.009141608557207598,-0.013960547313194953,-0.00868630688102446
cabl,0.004735029185661272,-0.023269639992945873,-0.007022640492004454
cad,-0.014860661457636825,0.006617854869626123,0.015925069064741063
calcul,-0.009926053466074858,0.01707876438388365,-0.006216041930604302
calendar,-0.00971165067105589,-0.0054617084100448444,-0.00473030527623786
call,-0.017322884796604952,-0.011800586839188063,-0.003167939552996248
came,0.014952071869359566,-0.01142807818626904,0.022954651474537926
cameco,-0.00391443413832064,-0.006850573627151074,-3.1020414322226455e-05
camera,-0.0018804180905594727,-0.013897781160022557,-0.01228727933323987
campaign,-0.003347955732280542,-0.012360348812224559,-0.003951600314345214
canada,-0.0002636822751104034,-0.01774191357280109,-0.018737357503670036
cancel,0.024001077353510432,0.03325900843372577,-0.0384861773655121
cap,-0.017763706178242262,0.009710313156602713,0.010661616512467022
capabl,0.015942090766321082,-0.043611083095709165,-0.03047176946110651
capac,0.0030171524766332463,-0.027623834385048486,-0.009840188527730567
capit,-0.034503678468727025,0.011969467738506418,0.0202077851967753
capman,-0.034478862320038335,0.0075620010527731,0.013959915036275305
captur,-0.014224632659807987,0.001594507191836894,-0.00932835762382567
car,0.0008411981728407477,0.010026623358634927,-0.018277807400281714
carbon,0.0009494457356122743,-0.015864440079735104,-0.012520628426990433
card,-0.01776559829360801,0.01308561678758693,-0.006108368690260048
care,0.007230168964708834,-0.021764816680923584,-0.0019241196017837012
career,-0.017030662874591592,0.0057747625831901265,0.0061584607387390996
cargo,0.016828340477661748,-0.01942090134180274,-0.009886470433938402
cargotec,0.009205557368829276,-0.023400497654671885,0.003947429450047583
carri,-0.007329656576985132,0.006249508981529556,0.00014676127397946157
carrier,0.006422945489260563,-0.017016704350523135,0.001890838460449237
cartel,0.012642940125334541,0.027635325200647428,-0.03547821822101879
case,0.007893760645252237,0.027814704051554954,-0.032887553704000955
cash,0.028586367786490634,0.005760140073650425,0.00582557198615575
cast,-0.0019227924521264474,0.013999431980927126,-0.020876741738281933
categori,-0.01735054633607607,-0.0005258493028321875,0.0014975825728065733
caus,-0.0017551117841529693,0.03275981889300968,0.007996096375554533
cell,-0.0001748423327980487,-0.014958239353897807,-0.0032476341714122205
cellulos,-0.014759543097625494,0.004672967269164887,0.003161455552773321
cement,-0.009284576550579633,-0.004656257815305286,-0.010341755168625486
cencorp,-0.008686621825965768,0.02137346026668421,0.0094792668830679
cent,0.008158102787825364,0.029348233904305483,-0.005153150749607233
center,-0.025656875596071847,-0.014182247145680319,-0.009604727587142077
centr,-0.010178203656572137,-0.011837003181206293,-0.003737317916367562
central,-0.010041607170352383,-0.021091770179315492,-0.02324405820248991
ceo,-0.006685797286775027,-0.03369719825969898,-0.006618597696682993
ceram,-0.016222406742402412,0.0063500931985277405,0.008800777626415164
certain,0.0102173746841879,-0.013025625928272172,-0.018001533485215052
certif,-0.007324215423414934,-0.008080026496049608,-0.008905035865910203
certifi,-0.00184545324714266,-0.013469845814849524,-0.009672403336306703
cfo,-0.012593940174430603,-0.0025889031355203224,0.0005873525419338117
cgcbv,0.019779660410904606,-0.029657685308204486,-0.0015992188431334295
chain,-0.0001646342132739194,-0.02574412341514811,0.0019493245395900808
chairman,-0.026087428423660762,0.0005514698645034195,-0.0012980746467533054
challeng,-0.007950355013381752,0.02389365957479736,-0.00698968885638194
chamber,-0.007281008747899244,-0.0017536786450285137,0.008327562232389986
chanc,0.009204506287949592,-0.02110027948994765,-0.006384770119861595
chang,-0.008587391940986589,0.02474676197192971,0.007215130831746885
channel,-0.020874894727597897,0.006402448819420668,0.007309234157126931
chapter,-0.013430431945678998,0.006113509880136808,0.012256999776616328
charg,-0.012210013389020497,0.001022872592387126,-0.010066765438487519
charger,-0.005295461630759262,0.008984525286179516,-0.0017158600588947262
charter,-0.0020806821935701637,-0.014028628205064052,-0.0014906256527809677
check,-0.018175987306311453,0.0062240464786342325,0.009031053886562813
chemic,-0.007476097722730372,-0.021002942535123085,-0.00956398832510682
chennai,-0.007350364825981718,-0.005250938646439003,-0.0033590092912004687
chief,0.021960070256605013,0.0026169351259185047,-0.0350663727891807
china,0.0037277831177859257,-0.028047708947296374,-0.02591721485693261
chines,-0.018802602260240126,0.003087087866608276,0.006179846229465455
chip,0.0066909315837337105,0.0013880724322528344,-0.019759977989279816
choic,-0.0027842808716695786,-0.009886419724184562,-0.010805847457069289
choos,-0.0011891052782153923,-0.0141356557497725,-0.008573913217223119
chosen,-0.002033965555709223,-0.015330458199677252,0.0015301303905382135
cider,-0.014074495415252592,0.005979630858459936,0.00913775605972803
cinema,0.0035319734437548786,0.019191928417660067,-0.0218922516351326
circuit,-0.0031586341224834205,-0.013347761075007961,0.017715374131130984
circul,-0.0007092157877600939,-0.012137337807626518,0.009295876199182375
cite,-0.0028768766579351257,-0.003994573309201339,0.016035492905431825
citi,0.005757592401799451,-0.01850386252690535,-0.036921207652147424
citigroup,0.008349576353244011,-0.005074865016079669,-0.021566957370848388
citycon,-0.027733074549741173,0.008494786404489961,0.009358667548641729
civil,-0.022645677657136123,0.006605690766212782,0.003708555829839545
cjsc,-0.014842230609664688,0.0025051741567978757,-0.0101902163403626
claim,-0.007216468699218117,0.006310268685626014,-7.282033570035949e-05
clarifi,-0.01673526995891881,0.007828528440865366,0.01365450874284263
clariti,-0.001460063076995313,-0.010427598164308896,-0.004237900755034434
class,-0.020222218242855045,0.005669471663714282,0.0039465382201753765
clean,0.0033473153332684003,-0.0038542737733222865,-0.005925470694007219
clear,-0.01593935721976369,-0.010918496102242143,-0.017825435315837673
clearli,0.032397769513205596,-0.011162713537493181,-0.03278326130691858
click,0.003696632790424143,0.019890895988665492,-0.03167564039029294
client,-0.010910166929338532,-0.02113480046545805,-0.013403821616127522
climb,0.020085098012637696,-0.029229945134463458,0.0030129855708887292
clinic,-0.00157702949793907,-0.013342619326783838,-0.007285194582029388
close,0.008003994226278888,0.019708885270937587,-0.03509409786459778
closur,0.014364404450521137,0.03242665165967277,-0.033907677133170055
cloth,0.018442595113113143,-0.03203578002462222,0.012586117506349612
cloud,0.023008672554827064,0.011929625069703036,-0.041619150814850445
cncv,0.01045181400481695,0.00799473285890882,-0.0006352849609522766
co,-0.026042669483692705,0.0013281244365269322,0.002156816091345023
coagul,-0.006705017817435009,-0.0022732744880357507,0.004295504239871697
coast,-0.006067569231022827,0.005506212977677702,-0.01219408688696552
coat,-0.013390778860471868,-0.0021191209759477995,-0.011007462080558517
cocacola,0.023641616772391766,0.020409214311027792,-0.04346365075030828
code,-0.013254923112080236,-0.003204284207430584,-0.005282943222632338
collabor,0.0009279374962846829,-0.013325052345647521,-0.003648681555075883
collect,-0.013256346428079803,0.007133654333437769,0.005834145071229454
color,0.0033318846914042145,-0.02158728860861499,-0.004774946836182588
combin,-0.00274309670979243,-0.029673070425553328,-0.0011107650279152234
come,-0.03162826731922374,0.01655470257712815,0.009466863714550392
comfort,0.005933279019782182,0.00179464317601705,-0.016243472420998266
commenc,-0.008290488079381491,-0.003990510315267791,0.0019294109947068177
comment,0.0053760565067941125,-0.009706955329529386,-0.004227641108024597
commerc,0.008135652736194075,0.004411307710237993,-0.024195705285720005
commerci,-0.009065400767470871,-0.007435830165129626,-0.012375336034149413
commiss,-0.0006158610132217076,0.011492619693949943,0.0022785679848624577
commit,-0.0093017841612576,-0.016676448344630973,0.002682412217379331
committe,-0.020282187691855275,-0.0011494666696231816,-0.008034248757966473
common,-0.01685896039732474,0.004338589902438585,-0.0013205389685259365
commun,-0.007056712216094447,0.008773639475298136,-0.026744206217946567
compani,-0.01563593690481079,-0.01023816165242721,-0.004294100838347893
compar,0.1400636273333723,0.06663063007336531,0.04765084797369603
compat,-0.014814467995629273,0.005927513877515198,0.007738980897748096
compens,0.006772205475171822,0.006011145896596341,-0.03276818035379807
compet,0.002350917183362824,-0.025643223281813492,-0.019469497248646286
competit,0.017206482879656298,-0.028653956889462887,-0.0363306548049409
competitor,0.002507855839850029,-0.019934488987470637,-0.0015299517565248335
complement,0.0007962306507232601,-0.016185943944000927,-0.00982572942907634
complet,-0.030300755648604336,-0.009223662130492218,0.007665067351993434
complex,-0.018794800422295727,0.00976158834463998,-0.008008446948814096
compon,0.0047486352972762845,-0.006294442341142356,0.011303696232128025
componenta,0.012209066405433528,-0.012630379728642114,0.026815131758204692
composit,-0.00819777876532769,0.009304432193354315,-0.005468415939358931
comprehens,-0.00510169497181138,-0.016528948022439902,-0.01559602203139907
compris,-0.024456373224250642,0.005721202291384732,0.0031761483244934574
comptel,-0.005966002150910782,-0.0002785149748664486,-0.004612383110628131
comput,-0.009324991003724395,-0.0056551320804332905,-0.023010190396382166
concentr,-0.010568137930263802,-0.005744812031547718,0.013282255356211069
concept,0.009123809295869693,-0.029647904303762636,-0.01909346896851155
concern,-0.009826202778006488,0.02513899458438288,-0.009920982992608336
conclud,0.005998769452871755,-0.012524558359631828,-0.0005503298410015031
concret,-0.01655259865599693,0.005099081816217679,0.0015211466673851818
condit,-0.0024222979507035605,0.02456259614550675,-0.01555027406902522
conduct,-0.022066061302707888,0.014195113431302595,0.00010550962458452669
confer,-0.018724996527796394,-0.004169443207587133,-0.0066503686095063545
confid,0.023101849902399985,-0.03835610483513696,-0.020608753135105577
confirm,0.003251733964382523,0.00539998225781789,-0.002434477722841326
congress,-0.014852979990571944,0.004447101797789287,-5.06904982868302e-05
